Month of Month,Measure Names,Measure Values
Jan-20,Avg. Construction (Openings/Hires Ratio),0.70263789
Feb-20,Avg. Construction (Openings/Hires Ratio),0.751861042
Mar-20,Avg. Construction (Openings/Hires Ratio),0.576441103
Apr-20,Avg. Construction (Openings/Hires Ratio),0.99047619
May-20,Avg. Construction (Openings/Hires Ratio),0.387895461
Jun-20,Avg. Construction (Openings/Hires Ratio),0.4609375
Jul-20,Avg. Construction (Openings/Hires Ratio),0.75826972
Aug-20,Avg. Construction (Openings/Hires Ratio),0.62628866
Sep-20,Avg. Construction (Openings/Hires Ratio),0.596401028
Oct-20,Avg. Construction (Openings/Hires Ratio),0.639896373
Nov-20,Avg. Construction (Openings/Hires Ratio),0.689655172
Dec-20,Avg. Construction (Openings/Hires Ratio),0.655256724
Jan-21,Avg. Construction (Openings/Hires Ratio),0.851851852
Feb-21,Avg. Construction (Openings/Hires Ratio),0.672774869
Mar-21,Avg. Construction (Openings/Hires Ratio),0.756756757
Apr-21,Avg. Construction (Openings/Hires Ratio),0.98502994
May-21,Avg. Construction (Openings/Hires Ratio),1.003257329
Jun-21,Avg. Construction (Openings/Hires Ratio),0.919770774
Jul-21,Avg. Construction (Openings/Hires Ratio),0.923287671
Aug-21,Avg. Construction (Openings/Hires Ratio),0.97574124
Sep-21,Avg. Construction (Openings/Hires Ratio),1.005780347
Oct-21,Avg. Construction (Openings/Hires Ratio),1.082872928
Nov-21,Avg. Construction (Openings/Hires Ratio),0.855140187
Dec-21,Avg. Construction (Openings/Hires Ratio),0.994459834
Jan-20,Avg. Education and Health Services (Openings/Hires Ratio),1.67
